ORDER_ID,REVENUE_TYPE,CUSTOMER_ID,REGION_ID,PRODUCT_LINE_ID,PRODUCT_ID,TECH_NODE_ID,CURRENCY_CODE,BOOKING_DATE,PLANNED_SHIP_DATE,SHIP_DATE,ACCEPTANCE_DATE,FOB_TERMS,REVREC_DATE,GROSS_PRICE_USD,DISCOUNT_RATE,NET_REVENUE_USD,NET_REVENUE_LOCAL,QTY,YEAR,QUARTER,MONTH,REVENUE_USD_TOTAL
ORD_000015,SERVICE,CUST_SONY,JP,PL_PACKAGING,PR_PACK_001,TN_10,JPY,2025-03-03,2025-04-21,2025-05-01,2025-05-30,FOB_DESTINATION,2025-06-07,1061098.0,0.1914,858003.84,128700576.17,4,2025,2,6,3432015.36
ORD_000016,UPGRADE,CUST_UMC,TW,PL_ETCH,PR_ETCH_001,TN_65,USD,2025-04-15,2025-06-01,2025-06-11,2025-07-20,FOB_SHIP_POINT,2025-07-27,4663988.86,0.1447,3989109.68,3989109.68,3,2025,3,7,11967329.03
ORD_000017,SERVICE,CUST_INTEL,NA,PL_ETCH,PR_ETCH_003,TN_22,CAD,2024-10-18,2024-11-22,2024-11-22,2024-12-27,FOB_DESTINATION,2025-01-09,1557216.55,0.0486,1481535.83,2000073.36,1,2025,1,1,1481535.83
ORD_000018,SERVICE,CUST_SMIC,CN,PL_ETCH,PR_ETCH_004,TN_65,USD,2024-01-04,2024-02-13,2024-02-19,2024-03-18,FOB_DESTINATION,2024-04-03,1693501.55,0.1174,1494684.47,1494684.47,1,2024,2,4,1494684.47
ORD_000019,SPARES,CUST_MICRON,NA,PL_DISPLAY,PR_DISP_002,TN_16,MXN,2025-04-13,2025-07-08,2025-07-13,2025-08-10,FOB_DESTINATION,2025-09-05,282627.85,0.0799,260045.88,4680825.86,4,2025,3,9,1040183.52
ORD_000020,SERVICE,CUST_SMIC,CN,PL_METROLOGY,PR_MET_001,TN_90,CNY,2024-08-11,2024-10-13,2024-10-23,2024-11-22,FOB_SHIP_POINT,2024-11-24,1853229.05,0.0429,1773725.52,12770823.77,2,2024,4,11,3547451.05
ORD_000021,CAPEX_TOOL,CUST_BROADCOM,NA,PL_PACKAGING,PR_PACK_002,TN_130,MXN,2024-10-01,2024-11-24,2024-11-26,2024-12-14,FOB_SHIP_POINT,2024-12-31,6410346.87,0.2423,4857119.82,87428156.76,2,2024,4,12,9714239.64
ORD_000022,CAPEX_TOOL,CUST_INTEL,NA,PL_ION_IMPLANT,PR_IMPL_003,TN_180,USD,2024-06-21,2024-08-09,2024-08-10,2024-08-31,FOB_DESTINATION,2024-09-27,46385065.88,0.1485,39496883.6,39496883.6,2,2024,3,9,78993767.2
ORD_000023,SPARES,CUST_SONY,JP,PL_WET_CLEAN,PR_WC_002,TN_04,JPY,2024-03-01,2024-03-28,2024-04-02,2024-05-10,FOB_DESTINATION,2024-05-13,404287.09,0.1264,353185.2,52977780.33,1,2024,2,5,353185.2
ORD_000024,SPARES,CUST_SKHYNIX,KR,PL_METROLOGY,PR_MET_003,TN_22,KRW,2025-07-25,2025-09-20,2025-09-25,2025-10-19,FOB_SHIP_POINT,2025-11-07,174766.12,0.0778,161169.32,217578576.56,3,2025,4,11,483507.95
ORD_000025,CAPEX_TOOL,CUST_INFINEON,EU,PL_ETCH,PR_ETCH_002,TN_04,NOK,2025-04-21,2025-05-20,2025-05-22,2025-06-26,FOB_DESTINATION,2025-07-24,13641933.98,0.2072,10815325.26,116805512.77,2,2025,3,7,21630650.51
ORD_000026,SPARES,CUST_SONY,JP,PL_DISPLAY,PR_DISP_001,TN_06,JPY,2024-12-26,2025-02-16,2025-02-16,2025-03-16,FOB_DESTINATION,2025-04-15,221009.02,0.0262,215218.59,32282788.01,7,2025,2,4,1506530.11
ORD_000027,CAPEX_TOOL,CUST_GFS,NA,PL_WET_CLEAN,PR_WC_002,TN_07,MXN,2024-09-09,2024-10-09,2024-10-11,2024-10-17,FOB_DESTINATION,2024-10-20,19610637.45,0.2836,14049060.67,252883092.03,2,2024,4,10,28098121.34
ORD_000028,SERVICE,CUST_QUALCOMM,NA,PL_PACKAGING,PR_PACK_002,TN_28,USD,2025-05-20,2025-07-13,2025-07-17,2025-08-21,FOB_SHIP_POINT,2025-08-23,1159421.05,0.1029,1040116.62,1040116.62,4,2025,3,8,4160466.48
ORD_000029,CAPEX_TOOL,CUST_INTEL,NA,PL_CONTROL_SW,PR_SW_001,TN_12,CAD,2024-10-30,2024-11-24,2024-12-03,2025-01-07,FOB_DESTINATION,2025-02-02,23030190.04,0.2545,17169006.68,23178159.01,1,2025,1,2,17169006.68
ORD_000030,UPGRADE,CUST_SAMSUNG,KR,PL_ETCH,PR_ETCH_001,TN_90,KRW,2024-06-29,2024-09-17,2024-09-17,2024-10-27,FOB_SHIP_POINT,2024-11-19,3548753.82,0.2047,2822323.92,3810137285.5,2,2024,4,11,5644647.83
ORD_000031,SERVICE,CUST_ASE,TW,PL_PVD,PR_PVD_001,TN_07,TWD,2024-08-25,2024-09-20,2024-09-24,2024-10-29,FOB_DESTINATION,2024-11-24,559802.59,0.0174,550062.02,17601984.74,3,2024,4,11,1650186.07
ORD_000032,SPARES,CUST_NXP,EU,PL_EPI,PR_EPI_002,TN_22,SEK,2024-03-20,2024-04-19,2024-04-26,2024-05-23,FOB_DESTINATION,2024-06-14,390561.44,0.0623,366229.46,3845409.31,4,2024,2,6,1464917.83
ORD_000033,SPARES,CUST_MICRON,NA,PL_ETCH,PR_ETCH_004,TN_65,MXN,2023-11-04,2024-01-21,2024-01-26,2024-03-03,FOB_SHIP_POINT,2024-03-08,239978.19,0.0647,224451.6,4040128.74,5,2024,1,3,1122257.98
ORD_000034,SPARES,CUST_GFS,NA,PL_ION_IMPLANT,PR_IMPL_002,TN_180,MXN,2024-09-28,2024-12-19,2024-12-21,2025-01-11,FOB_DESTINATION,2025-02-08,345110.79,0.0913,313602.18,5644839.19,2,2025,1,2,627204.35
ORD_000035,SERVICE,CUST_MICRON,NA,PL_RTP,PR_RTP_003,TN_06,MXN,2025-07-13,2025-08-11,2025-08-21,2025-09-18,FOB_SHIP_POINT,2025-10-10,320862.62,0.1147,284059.68,5113074.19,5,2025,4,10,1420298.39
ORD_000036,UPGRADE,CUST_SMIC,CN,PL_CMP,PR_CMP_003,TN_45,HKD,2023-12-11,2024-01-26,2024-01-30,2024-02-05,FOB_DESTINATION,2024-02-16,784580.74,0.2116,618563.45,4824794.92,2,2024,1,2,1237126.9
ORD_000037,SERVICE,CUST_GFS,NA,PL_CMP,PR_CMP_003,TN_04,USD,2025-06-29,2025-08-17,2025-08-25,2025-09-04,FOB_SHIP_POINT,2025-09-18,885338.69,0.1604,743330.37,743330.37,4,2025,3,9,2973321.46
ORD_000038,SPARES,CUST_UMC,TW,PL_CMP,PR_CMP_001,TN_16,TWD,2025-04-13,2025-07-04,2025-07-09,2025-08-14,FOB_DESTINATION,2025-08-27,232951.28,0.0342,224984.34,7199499.02,3,2025,3,8,674953.03
ORD_000039,SERVICE,CUST_TI,NA,PL_PACKAGING,PR_PACK_001,TN_12,MXN,2024-03-22,2024-05-31,2024-06-10,2024-07-15,FOB_SHIP_POINT,2024-07-21,188122.0,0.1796,154335.29,2778035.25,3,2024,3,7,463005.87
ORD_000040,SPARES,CUST_MICRON,NA,PL_EPI,PR_EPI_002,TN_180,CAD,2024-11-22,2025-02-01,2025-02-07,2025-03-10,FOB_SHIP_POINT,2025-04-06,368169.6,0.114,326198.27,440367.66,3,2025,2,4,978594.81
ORD_000041,CAPEX_TOOL,CUST_INFINEON,EU,PL_METROLOGY,PR_MET_001,TN_65,NOK,2024-02-12,2024-02-28,2024-03-06,2024-04-01,FOB_SHIP_POINT,2024-04-30,40620766.5,0.158,34202685.39,369389002.21,2,2024,2,4,68405370.78
ORD_000042,SPARES,CUST_SONY,JP,PL_PVD,PR_PVD_002,TN_130,JPY,2025-04-03,2025-05-06,2025-05-07,2025-06-08,FOB_DESTINATION,2025-07-07,68131.84,0.056,64316.45,9647468.08,9,2025,3,7,578848.09
ORD_000043,SERVICE,CUST_RENESAS,JP,PL_EPI,PR_EPI_001,TN_90,JPY,2025-03-09,2025-04-25,2025-05-04,2025-05-20,FOB_SHIP_POINT,2025-05-26,1900726.46,0.1536,1608774.87,241316231.1,5,2025,2,5,8043874.37
ORD_000044,CAPEX_TOOL,CUST_MICRON,NA,PL_PVD,PR_PVD_004,TN_12,MXN,2024-05-07,2024-07-27,2024-07-31,2024-09-02,FOB_SHIP_POINT,2024-09-15,14199376.24,0.0986,12799317.74,230387719.34,1,2024,3,9,12799317.74
ORD_000045,SERVICE,CUST_SONY,JP,PL_ETCH,PR_ETCH_004,TN_45,USD,2023-11-19,2024-01-07,2024-01-13,2024-01-27,FOB_SHIP_POINT,2024-02-19,326736.05,0.1168,288573.28,288573.28,5,2024,1,2,1442866.4
ORD_000046,CAPEX_TOOL,CUST_NXP,EU,PL_ION_IMPLANT,PR_IMPL_001,TN_03,GBP,2025-09-30,2025-10-19,2025-10-23,2025-11-29,FOB_SHIP_POINT,2025-12-09,22021325.7,0.1255,19257649.33,15020966.47,1,2025,4,12,19257649.33
ORD_000047,SERVICE,CUST_MICRON,NA,PL_PVD,PR_PVD_003,TN_16,CAD,2024-08-07,2024-10-16,2024-10-17,2024-11-09,FOB_SHIP_POINT,2024-11-21,1921159.7,0.1555,1622419.37,2190266.14,4,2024,4,11,6489677.46
ORD_000048,SERVICE,CUST_RENESAS,JP,PL_CMP,PR_CMP_003,TN_03,JPY,2025-08-31,2025-09-23,2025-09-28,2025-10-06,FOB_DESTINATION,2025-10-13,998017.06,0.0881,910091.75,136513763.08,3,2025,4,10,2730275.26
ORD_000049,CAPEX_TOOL,CUST_SMIC,CN,PL_ETCH,PR_ETCH_002,TN_45,USD,2025-03-21,2025-04-04,2025-04-08,2025-04-15,FOB_DESTINATION,2025-05-09,31014819.43,0.1742,25612037.89,25612037.89,2,2025,2,5,51224075.77
ORD_000050,SPARES,CUST_RENESAS,JP,PL_PV_SOLAR,PR_PV_003,TN_180,JPY,2025-04-04,2025-05-27,2025-06-03,2025-07-11,FOB_DESTINATION,2025-07-22,344589.58,0.0356,332322.19,49848328.07,7,2025,3,7,2326255.31
ORD_000051,CAPEX_TOOL,CUST_AMD,NA,PL_PV_SOLAR,PR_PV_003,TN_28,MXN,2025-04-19,2025-06-14,2025-06-18,2025-07-04,FOB_DESTINATION,2025-07-08,43480014.82,0.2018,34705747.83,624703460.95,1,2025,3,7,34705747.83
ORD_000052,SPARES,CUST_NXP,EU,PL_CVD,PR_CVD_001,TN_90,NOK,2024-02-24,2024-03-30,2024-04-06,2024-05-16,FOB_DESTINATION,2024-05-22,90789.78,0.0447,86731.48,936699.95,8,2024,2,5,693851.81
ORD_000053,SERVICE,CUST_INTEL,NA,PL_EPI,PR_EPI_003,TN_06,USD,2024-06-17,2024-08-20,2024-08-24,2024-09-19,FOB_SHIP_POINT,2024-09-22,1287126.08,0.1272,1123403.65,1123403.65,5,2024,3,9,5617018.23
ORD_000054,CAPEX_TOOL,CUST_SMIC,CN,PL_E_BEAM,PR_EB_001,TN_180,HKD,2024-08-21,2024-10-12,2024-10-21,2024-11-18,FOB_DESTINATION,2024-12-06,8247364.84,0.2922,5837484.84,45532381.73,1,2024,4,12,5837484.84
ORD_000055,CAPEX_TOOL,CUST_GFS,NA,PL_CMP,PR_CMP_003,TN_16,USD,2024-09-28,2024-11-10,2024-11-20,2024-12-07,FOB_SHIP_POINT,2024-12-29,29650209.9,0.1273,25875738.18,25875738.18,2,2024,4,12,51751476.36
ORD_000056,UPGRADE,CUST_SKHYNIX,KR,PL_METROLOGY,PR_MET_001,TN_28,KRW,2023-11-11,2023-11-29,2023-12-02,2024-01-11,FOB_DESTINATION,2024-02-01,3641248.53,0.2167,2852189.97,3850456461.9,3,2024,1,2,8556569.92
ORD_000057,UPGRADE,CUST_UMC,TW,PL_PACKAGING,PR_PACK_003,TN_65,TWD,2024-11-20,2025-01-13,2025-01-13,2025-01-26,FOB_SHIP_POINT,2025-02-02,4896713.17,0.1774,4028036.26,128897160.23,3,2025,1,2,12084108.77
ORD_000058,CAPEX_TOOL,CUST_SMIC,CN,PL_CMP,PR_CMP_003,TN_28,HKD,2024-03-04,2024-04-05,2024-04-06,2024-04-14,FOB_DESTINATION,2024-04-22,19455144.42,0.1745,16060221.72,125269729.41,2,2024,2,4,32120443.44
ORD_000059,UPGRADE,CUST_INTEL,NA,PL_CVD,PR_CVD_003,TN_10,MXN,2025-02-21,2025-04-29,2025-05-06,2025-06-15,FOB_SHIP_POINT,2025-06-26,1694041.64,0.0963,1530905.43,27556297.78,3,2025,2,6,4592716.3
ORD_000060,UPGRADE,CUST_SONY,JP,PL_CMP,PR_CMP_002,TN_22,JPY,2025-02-27,2025-03-17,2025-03-20,2025-04-22,FOB_SHIP_POINT,2025-05-13,3761755.61,0.1389,3239247.76,485887163.56,1,2025,2,5,3239247.76
ORD_000061,CAPEX_TOOL,CUST_QUALCOMM,NA,PL_ETCH,PR_ETCH_001,TN_28,CAD,2025-08-04,2025-10-13,2025-10-15,2025-10-20,FOB_SHIP_POINT,2025-11-04,11465761.38,0.1339,9930495.93,13406169.5,2,2025,4,11,19860991.86
ORD_000062,UPGRADE,CUST_NXP,EU,PL_CMP,PR_CMP_003,TN_90,EUR,2025-03-17,2025-05-09,2025-05-14,2025-06-12,FOB_DESTINATION,2025-06-27,1706449.58,0.1896,1382906.74,1244616.07,1,2025,2,6,1382906.74
ORD_000063,CAPEX_TOOL,CUST_SONY,JP,PL_RTP,PR_RTP_003,TN_14,USD,2024-06-19,2024-09-01,2024-09-03,2024-09-15,FOB_SHIP_POINT,2024-09-24,25520121.31,0.1695,21194460.75,21194460.75,2,2024,3,9,42388921.5
ORD_000064,SERVICE,CUST_INTEL,NA,PL_PVD,PR_PVD_003,TN_16,USD,2025-09-08,2025-10-26,2025-10-31,2025-11-07,FOB_SHIP_POINT,2025-12-07,307462.17,0.1404,264294.48,264294.48,3,2025,4,12,792883.45
ORD_000065,SERVICE,CUST_SAMSUNG,KR,PL_CONTROL_SW,PR_SW_003,TN_16,KRW,2024-08-31,2024-09-26,2024-09-26,2024-10-09,FOB_SHIP_POINT,2024-10-26,1566947.59,0.0446,1497061.73,2021033331.62,5,2024,4,10,7485308.64
ORD_000066,UPGRADE,CUST_NVIDIA,NA,PL_PVD,PR_PVD_002,TN_04,USD,2024-06-07,2024-08-11,2024-08-14,2024-08-20,FOB_DESTINATION,2024-08-25,3304052.33,0.109,2943910.62,2943910.62,3,2024,3,8,8831731.87
ORD_000067,SERVICE,CUST_AMD,NA,PL_WET_CLEAN,PR_WC_002,TN_04,USD,2025-07-18,2025-08-26,2025-08-27,2025-09-24,FOB_DESTINATION,2025-10-23,400654.57,0.0205,392441.15,392441.15,1,2025,4,10,392441.15
ORD_000068,UPGRADE,CUST_SKHYNIX,KR,PL_WET_CLEAN,PR_WC_003,TN_03,USD,2024-06-25,2024-08-27,2024-09-06,2024-09-18,FOB_DESTINATION,2024-09-27,1381696.49,0.2091,1092783.75,1092783.75,3,2024,3,9,3278351.26
ORD_000069,SERVICE,CUST_RENESAS,JP,PL_EPI,PR_EPI_003,TN_28,USD,2023-12-07,2024-01-19,2024-01-22,2024-02-11,FOB_DESTINATION,2024-02-25,1526227.9,0.1898,1236549.85,1236549.85,2,2024,1,2,2473099.7
ORD_000070,CAPEX_TOOL,CUST_QUALCOMM,NA,PL_DISPLAY,PR_DISP_003,TN_12,USD,2024-09-13,2024-10-07,2024-10-12,2024-11-19,FOB_SHIP_POINT,2024-12-08,30842290.18,0.1714,25555921.64,25555921.64,1,2024,4,12,25555921.64
ORD_000071,UPGRADE,CUST_SONY,JP,PL_CVD,PR_CVD_001,TN_90,USD,2025-04-26,2025-06-19,2025-06-19,2025-07-05,FOB_DESTINATION,2025-08-03,936905.63,0.1356,809861.23,809861.23,3,2025,3,8,2429583.68
ORD_000072,SPARES,CUST_INTEL,NA,PL_ETCH,PR_ETCH_003,TN_45,MXN,2024-03-05,2024-04-07,2024-04-10,2024-04-24,FOB_SHIP_POINT,2024-05-18,254424.05,0.1247,222697.37,4008552.7,5,2024,2,5,1113486.86
ORD_000073,CAPEX_TOOL,CUST_NXP,EU,PL_RTP,PR_RTP_001,TN_05,GBP,2024-08-24,2024-09-21,2024-09-30,2024-11-08,FOB_SHIP_POINT,2024-12-03,43171941.19,0.2245,33479840.4,26114275.51,2,2024,4,12,66959680.79
ORD_000074,SERVICE,CUST_SKHYNIX,KR,PL_EPI,PR_EPI_001,TN_04,KRW,2023-11-15,2024-02-13,2024-02-22,2024-03-09,FOB_SHIP_POINT,2024-04-04,1084583.82,0.1656,904976.74,1221718602.72,4,2024,2,4,3619906.97
ORD_000075,UPGRADE,CUST_NVIDIA,NA,PL_E_BEAM,PR_EB_001,TN_10,USD,2025-01-11,2025-03-15,2025-03-16,2025-04-24,FOB_SHIP_POINT,2025-05-16,2662180.67,0.2471,2004355.82,2004355.82,3,2025,2,5,6013067.47
ORD_000076,UPGRADE,CUST_NVIDIA,NA,PL_DISPLAY,PR_DISP_002,TN_130,MXN,2024-08-15,2024-11-11,2024-11-14,2024-12-12,FOB_SHIP_POINT,2024-12-13,4436681.56,0.1521,3761862.3,67713521.34,1,2024,4,12,3761862.3
ORD_000077,UPGRADE,CUST_NXP,EU,PL_CMP,PR_CMP_003,TN_03,EUR,2024-06-24,2024-07-10,2024-07-13,2024-08-14,FOB_DESTINATION,2024-08-29,1510214.23,0.2053,1200167.25,1080150.52,1,2024,3,8,1200167.25
ORD_000078,SERVICE,CUST_GFS,NA,PL_RTP,PR_RTP_003,TN_05,USD,2024-03-17,2024-05-03,2024-05-10,2024-05-22,FOB_DESTINATION,2024-06-14,266750.8,0.094,241676.23,241676.23,1,2024,2,6,241676.23
ORD_000079,CAPEX_TOOL,CUST_SKHYNIX,KR,PL_DISPLAY,PR_DISP_003,TN_03,KRW,2024-10-19,2024-12-27,2024-12-31,2025-01-17,FOB_SHIP_POINT,2025-02-16,44525607.28,0.2618,32868803.29,44372884443.71,2,2025,1,2,65737606.58
ORD_000080,SERVICE,CUST_UMC,TW,PL_WET_CLEAN,PR_WC_001,TN_12,USD,2025-02-02,2025-03-23,2025-03-31,2025-04-09,FOB_SHIP_POINT,2025-05-03,1540341.95,0.0815,1414804.08,1414804.08,2,2025,2,5,2829608.15
ORD_000081,SERVICE,CUST_SMIC,CN,PL_PACKAGING,PR_PACK_002,TN_180,HKD,2025-08-07,2025-09-13,2025-09-21,2025-10-18,FOB_DESTINATION,2025-11-17,1355816.15,0.0363,1306600.03,10191480.21,1,2025,4,11,1306600.03
ORD_000082,SERVICE,CUST_MICRON,NA,PL_ION_IMPLANT,PR_IMPL_003,TN_28,MXN,2024-08-09,2024-10-05,2024-10-05,2024-11-07,FOB_SHIP_POINT,2024-11-15,1144563.24,0.1961,920114.39,16562059.03,4,2024,4,11,3680457.56
ORD_000083,SERVICE,CUST_MICRON,NA,PL_ION_IMPLANT,PR_IMPL_003,TN_14,CAD,2023-12-22,2024-02-10,2024-02-17,2024-03-28,FOB_DESTINATION,2024-04-27,1308835.89,0.1355,1131488.63,1527509.65,3,2024,2,4,3394465.88
ORD_000084,SERVICE,CUST_SKHYNIX,KR,PL_CMP,PR_CMP_003,TN_05,KRW,2025-06-28,2025-07-23,2025-07-31,2025-08-05,FOB_SHIP_POINT,2025-08-30,1669257.3,0.087,1524031.91,2057443081.99,3,2025,3,8,4572095.74
ORD_000085,SPARES,CUST_AMD,NA,PL_PACKAGING,PR_PACK_001,TN_10,USD,2024-12-20,2025-02-16,2025-02-24,2025-03-13,FOB_DESTINATION,2025-04-04,96226.29,0.0922,87354.22,87354.22,5,2025,2,4,436771.12
ORD_000086,UPGRADE,CUST_UMC,TW,PL_RTP,PR_RTP_002,TN_16,TWD,2025-02-22,2025-03-16,2025-03-26,2025-04-28,FOB_DESTINATION,2025-05-26,1830911.03,0.1515,1553528.01,49712896.24,2,2025,2,5,3107056.02
ORD_000087,UPGRADE,CUST_SMIC,CN,PL_CONTROL_SW,PR_SW_002,TN_07,CNY,2024-01-29,2024-02-09,2024-02-09,2024-02-29,FOB_SHIP_POINT,2024-03-11,579064.57,0.1628,484792.86,3490508.58,3,2024,1,3,1454378.58
ORD_000088,SERVICE,CUST_SONY,JP,PL_PVD,PR_PVD_004,TN_45,JPY,2024-05-01,2024-07-10,2024-07-14,2024-08-15,FOB_SHIP_POINT,2024-08-16,388217.78,0.0559,366516.41,54977461.45,4,2024,3,8,1466065.64
ORD_000089,UPGRADE,CUST_SKHYNIX,KR,PL_ION_IMPLANT,PR_IMPL_003,TN_180,KRW,2025-05-07,2025-06-04,2025-06-13,2025-06-19,FOB_DESTINATION,2025-07-14,1262582.42,0.2473,950345.79,1282966814.02,1,2025,3,7,950345.79
ORD_000090,SPARES,CUST_ST,EU,PL_ETCH,PR_ETCH_004,TN_06,EUR,2025-04-12,2025-07-07,2025-07-10,2025-08-18,FOB_SHIP_POINT,2025-08-30,499276.15,0.108,445354.33,400818.9,1,2025,3,8,445354.33
ORD_000091,CAPEX_TOOL,CUST_RENESAS,JP,PL_E_BEAM,PR_EB_001,TN_07,JPY,2024-10-02,2024-10-15,2024-10-24,2024-10-29,FOB_SHIP_POINT,2024-11-13,39965312.89,0.2741,29010820.63,4351623093.97,2,2024,4,11,58021641.25
ORD_000092,UPGRADE,CUST_MICRON,NA,PL_WET_CLEAN,PR_WC_001,TN_05,CAD,2025-05-10,2025-06-30,2025-07-01,2025-07-22,FOB_SHIP_POINT,2025-08-10,2836872.77,0.0571,2674887.33,3611097.9,1,2025,3,8,2674887.33
ORD_000093,UPGRADE,CUST_UMC,TW,PL_DISPLAY,PR_DISP_003,TN_45,USD,2025-07-30,2025-08-12,2025-08-18,2025-08-26,FOB_SHIP_POINT,2025-09-06,4930711.26,0.1016,4429751.0,4429751.0,3,2025,3,9,13289252.99
ORD_000094,UPGRADE,CUST_MICRON,NA,PL_PACKAGING,PR_PACK_003,TN_14,CAD,2024-06-07,2024-09-01,2024-09-10,2024-09-23,FOB_DESTINATION,2024-10-09,2585595.04,0.1223,2269376.77,3063658.64,3,2024,4,10,6808130.31
ORD_000095,SPARES,CUST_GFS,NA,PL_ETCH,PR_ETCH_001,TN_07,CAD,2025-06-21,2025-08-11,2025-08-12,2025-09-19,FOB_SHIP_POINT,2025-10-17,363486.0,0.0568,342839.99,462833.99,4,2025,4,10,1371359.97
ORD_000096,SPARES,CUST_SMIC,CN,PL_RTP,PR_RTP_002,TN_06,HKD,2024-05-28,2024-07-11,2024-07-15,2024-07-23,FOB_SHIP_POINT,2024-07-29,471131.22,0.1184,415349.28,3239724.42,6,2024,3,7,2492095.71
ORD_000097,UPGRADE,CUST_INTEL,NA,PL_DISPLAY,PR_DISP_001,TN_04,USD,2024-05-10,2024-06-01,2024-06-05,2024-06-14,FOB_DESTINATION,2024-06-23,4183469.97,0.2046,3327532.01,3327532.01,1,2024,2,6,3327532.01
ORD_000098,CAPEX_TOOL,CUST_TSMC,TW,PL_METROLOGY,PR_MET_001,TN_14,TWD,2025-01-23,2025-04-21,2025-04-21,2025-05-12,FOB_DESTINATION,2025-05-13,28242217.78,0.1742,23322423.44,746317550.09,1,2025,2,5,23322423.44
